timestamp,id_tarjeta,puerta,tipo
2026-01-13T11:02:47,T035,1,entrada
2026-01-13T11:10:37,T039,1,entrada
2026-01-13T11:11:43,T094,1,entrada
2026-01-13T11:14:22,T021,1,entrada
2026-01-13T11:18:13,T041,2,entrada
2026-01-13T11:22:59,T089,3,entrada
2026-01-13T11:23:31,T031,3,entrada
2026-01-13T11:27:41,T024,1,entrada
2026-01-13T11:28:28,T079,1,entrada
2026-01-13T11:28:41,T014,2,entrada
2026-01-13T11:31:12,T071,3,entrada
2026-01-13T11:34:28,T044,1,entrada
2026-01-13T11:38:46,T051,4,salida
2026-01-13T11:38:58,T097,2,entrada
2026-01-13T11:40:49,T070,3,entrada
2026-01-13T11:51:50,T067,3,entrada
