timestamp,id_tarjeta,puerta,tipo
2026-01-13T18:00:11,T093,7,salida
2026-01-13T18:01:06,T014,7,salida
2026-01-13T18:01:08,T030,4,salida
2026-01-13T18:01:23,T021,7,salida
2026-01-13T18:02:51,T056,4,salida
2026-01-13T18:03:26,T003,7,salida
2026-01-13T18:03:29,T048,4,salida
2026-01-13T18:03:49,T092,4,salida
2026-01-13T18:04:12,T040,4,salida
2026-01-13T18:04:21,T049,7,salida
2026-01-13T18:04:23,T021,4,salida
2026-01-13T18:04:39,T026,7,salida
2026-01-13T18:04:51,T027,4,salida
2026-01-13T18:05:18,T067,7,salida
2026-01-13T18:05:27,T012,4,salida
2026-01-13T18:05:31,T069,4,salida
2026-01-13T18:05:39,T005,7,salida
2026-01-13T18:05:49,T006,7,salida
2026-01-13T18:06:11,T093,4,salida
2026-01-13T18:06:11,T042,7,salida
2026-01-13T18:06:27,T044,7,salida
2026-01-13T18:06:31,T097,7,salida
2026-01-13T18:07:21,T049,4,salida
2026-01-13T18:07:21,T081,4,salida
2026-01-13T18:07:26,T003,4,salida
2026-01-13T18:07:34,T100,4,salida
2026-01-13T18:08:06,T014,4,salida
2026-01-13T18:08:53,T033,7,salida
2026-01-13T18:09:28,T023,7,salida
2026-01-13T18:09:39,T005,4,salida
2026-01-13T18:10:10,T011,4,salida
2026-01-13T18:10:41,T090,7,salida
2026-01-13T18:11:14,T029,7,salida
2026-01-13T18:11:18,T067,4,salida
2026-01-13T18:11:39,T026,4,salida
2026-01-13T18:11:53,T033,4,salida
2026-01-13T18:12:11,T042,4,salida
2026-01-13T18:12:27,T044,4,salida
2026-01-13T18:12:49,T006,4,salida
2026-01-13T18:13:07,T089,7,salida
2026-01-13T18:13:28,T023,4,salida
2026-01-13T18:13:31,T097,4,salida
2026-01-13T18:14:04,T096,4,salida
2026-01-13T18:14:14,T029,4,salida
2026-01-13T18:14:17,T007,4,salida
2026-01-13T18:14:33,T017,4,salida
2026-01-13T18:14:37,T046,4,salida
2026-01-13T18:15:16,T062,7,salida
2026-01-13T18:15:18,T068,4,salida
2026-01-13T18:16:18,T059,7,salida
2026-01-13T18:17:07,T089,4,salida
2026-01-13T18:17:11,T010,4,salida
2026-01-13T18:17:15,T039,4,salida
2026-01-13T18:18:40,T002,7,salida
2026-01-13T18:18:41,T090,4,salida
2026-01-13T18:19:06,T084,7,salida
2026-01-13T18:19:16,T062,4,salida
2026-01-13T18:19:26,T054,4,salida
2026-01-13T18:20:18,T059,4,salida
2026-01-13T18:20:23,T009,4,salida
2026-01-13T18:20:30,T072,7,salida
2026-01-13T18:21:28,T036,4,salida
2026-01-13T18:21:32,T099,4,salida
2026-01-13T18:21:33,T071,7,salida
2026-01-13T18:21:40,T002,4,salida
2026-01-13T18:21:43,T087,7,salida
2026-01-13T18:21:45,T032,4,salida
2026-01-13T18:22:06,T084,4,salida
2026-01-13T18:22:50,T050,4,salida
2026-01-13T18:23:23,T045,4,salida
2026-01-13T18:23:24,T020,4,salida
2026-01-13T18:23:28,T053,7,salida
2026-01-13T18:23:29,T058,4,salida
2026-01-13T18:23:38,T043,7,salida
2026-01-13T18:24:06,T076,7,salida
2026-01-13T18:24:11,T016,7,salida
2026-01-13T18:25:28,T053,4,salida
2026-01-13T18:26:11,T016,4,salida
2026-01-13T18:26:32,T001,7,salida
2026-01-13T18:26:33,T071,4,salida
2026-01-13T18:27:04,T070,4,salida
2026-01-13T18:27:17,T013,7,salida
2026-01-13T18:27:21,T035,4,salida
2026-01-13T18:27:24,T098,4,salida
2026-01-13T18:27:27,T074,4,salida
2026-01-13T18:27:30,T072,4,salida
2026-01-13T18:27:43,T079,7,salida
2026-01-13T18:28:15,T073,7,salida
2026-01-13T18:28:23,T064,4,salida
2026-01-13T18:28:41,T047,7,salida
2026-01-13T18:28:43,T087,4,salida
2026-01-13T18:29:06,T076,4,salida
2026-01-13T18:29:13,T083,7,salida
2026-01-13T18:29:40,T051,4,salida
2026-01-13T18:29:50,T091,7,salida
2026-01-13T18:30:00,T066,7,salida
2026-01-13T18:30:38,T034,7,salida
2026-01-13T18:30:38,T061,7,salida
2026-01-13T18:30:43,T079,4,salida
2026-01-13T18:30:45,T015,7,salida
2026-01-13T18:31:32,T001,4,salida
2026-01-13T18:31:38,T043,4,salida
2026-01-13T18:31:50,T091,4,salida
2026-01-13T18:32:13,T083,4,salida
2026-01-13T18:32:15,T073,4,salida
2026-01-13T18:32:45,T015,4,salida
2026-01-13T18:32:49,T052,7,salida
2026-01-13T18:33:04,T077,7,salida
2026-01-13T18:33:10,T025,7,salida
2026-01-13T18:33:18,T063,4,salida
2026-01-13T18:33:21,T022,7,salida
2026-01-13T18:33:38,T024,4,salida
2026-01-13T18:33:38,T061,4,salida
2026-01-13T18:33:41,T047,4,salida
2026-01-13T18:34:07,T065,7,salida
2026-01-13T18:34:17,T013,4,salida
2026-01-13T18:34:49,T052,4,salida
2026-01-13T18:34:53,T078,4,salida
2026-01-13T18:35:00,T066,4,salida
2026-01-13T18:35:11,T088,7,salida
2026-01-13T18:35:29,T094,7,salida
2026-01-13T18:35:37,T018,4,salida
2026-01-13T18:35:47,T085,7,salida
2026-01-13T18:36:38,T034,4,salida
2026-01-13T18:37:10,T025,4,salida
2026-01-13T18:37:29,T094,4,salida
